EMP_NO,SWIPE_DATE,TIME_OF_SWIPE,IN_OUT_STATUS
19113,05-01-16,05-01-16 16:36,OUT
24057,05-01-16,05-01-16 9:09,IN
15534,05-01-16,05-01-16 9:21,IN
12974,05-01-16,05-01-16 16:52,IN
12974,05-01-16,05-01-16 16:54,IN
14034,05-01-16,05-01-16 16:55,OUT
13196,05-01-16,05-01-16 8:58,IN
18033,05-01-16,05-01-16 12:34,IN
24057,05-01-16,05-01-16 17:15,OUT
13196,05-01-16,05-01-16 17:22,OUT
13160,05-01-16,05-01-16 17:22,OUT
23333,05-01-16,05-01-16 13:42,OUT
24688,05-01-16,05-01-16 7:56,IN
32717,05-01-16,05-01-16 7:56,IN
18033,05-01-16,05-01-16 9:53,IN
32279,05-01-16,05-01-16 8:04,IN
24670,05-01-16,05-01-16 8:07,IN
24680,05-01-16,05-01-16 8:08,IN
25749,05-01-16,05-01-16 8:09,IN
19348,05-01-16,05-01-16 8:09,IN
27478,05-01-16,05-01-16 9:54,IN
24407,05-01-16,05-01-16 8:10,IN
27227,05-01-16,05-01-16 8:14,IN
16428,05-01-16,05-01-16 8:17,IN
33722,05-01-16,05-01-16 8:18,IN
23672,05-01-16,05-01-16 8:23,IN
16041,05-01-16,05-01-16 8:24,IN
20982,05-01-16,05-01-16 16:30,OUT
32130,05-01-16,05-01-16 16:34,OUT
25476,05-01-16,05-01-16 8:29,IN
15206,05-01-16,05-01-16 10:04,IN
29643,05-01-16,05-01-16 10:12,IN
33068,05-01-16,05-01-16 18:05,OUT
29643,05-01-16,05-01-16 18:06,OUT
33065,05-01-16,05-01-16 18:11,OUT
21998,05-01-16,05-01-16 18:18,OUT
28330,05-01-16,05-01-16 9:59,IN
14324,05-01-16,05-01-16 10:01,IN
15206,05-01-16,05-01-16 10:06,IN
18573,05-01-16,05-01-16 10:11,IN
28338,05-01-16,05-01-16 8:14,IN
30185,05-01-16,05-01-16 8:16,IN
25476,05-01-16,05-01-16 8:31,IN
29141,05-01-16,05-01-16 8:39,IN
29141,05-01-16,05-01-16 8:40,IN
30185,05-01-16,05-01-16 16:28,OUT
23003,05-01-16,05-01-16 7:58,IN
29700,05-01-16,05-01-16 8:18,IN
27993,05-01-16,05-01-16 18:38,OUT
23405,05-01-16,05-01-16 17:56,OUT
27311,05-01-16,05-01-16 18:00,OUT
31697,05-01-16,05-01-16 18:38,OUT
12974,05-01-16,05-01-16 19:00,OUT
12974,05-01-16,05-01-16 19:01,OUT
21973,05-01-16,05-01-16 18:31,OUT
19812,05-01-16,05-01-16 18:38,OUT
23333,05-01-16,05-01-16 8:25,IN
18091,05-01-16,05-01-16 8:29,IN
29742,05-01-16,05-01-16 8:33,IN
19559,05-01-16,05-01-16 16:17,OUT
32279,05-01-16,05-01-16 16:21,OUT
30697,05-01-16,05-01-16 10:34,IN
25465,05-01-16,05-01-16 9:57,IN
19348,05-01-16,05-01-16 16:15,OUT
30293,05-01-16,05-01-16 10:05,IN
18091,05-01-16,05-01-16 16:36,OUT
25832,05-01-16,05-01-16 16:37,OUT
24407,05-01-16,05-01-16 16:36,OUT
24271,05-01-16,05-01-16 16:36,OUT
14034,05-01-16,05-01-16 8:45,IN
12147,05-01-16,05-01-16 8:51,IN
27312,05-01-16,05-01-16 8:11,IN
23346,05-01-16,05-01-16 8:21,IN
19113,05-01-16,05-01-16 8:24,IN
25725,05-01-16,05-01-16 8:26,IN
23322,05-01-16,05-01-16 9:13,IN
23405,05-01-16,05-01-16 9:31,IN
12974,05-01-16,05-01-16 9:02,IN
14660,05-01-16,05-01-16 12:34,IN
18030,05-01-16,05-01-16 9:13,IN
14660,05-01-16,05-01-16 13:30,OUT
12974,05-01-16,05-01-16 14:22,OUT
17133,05-01-16,05-01-16 9:20,IN
22920,05-01-16,05-01-16 10:07,IN
21855,05-01-16,05-01-16 7:56,IN
15454,05-01-16,05-01-16 7:56,IN
17981,05-01-16,05-01-16 10:08,IN
32930,05-01-16,05-01-16 7:58,IN
31807,05-01-16,05-01-16 7:58,IN
15945,05-01-16,05-01-16 7:59,IN
26688,05-01-16,05-01-16 8:03,IN
19559,05-01-16,05-01-16 8:05,IN
23211,05-01-16,05-01-16 8:08,IN
16622,05-01-16,05-01-16 8:08,IN
18332,05-01-16,05-01-16 8:09,IN
25721,05-01-16,05-01-16 8:10,IN
18333,05-01-16,05-01-16 8:13,IN
21202,05-01-16,05-01-16 8:14,IN
15945,05-01-16,05-01-16 16:13,OUT
18333,05-01-16,05-01-16 16:14,OUT
18332,05-01-16,05-01-16 16:15,OUT
24024,05-01-16,05-01-16 16:15,OUT
14660,05-01-16,05-01-16 8:17,IN
16191,05-01-16,05-01-16 18:00,OUT
30293,05-01-16,05-01-16 18:03,OUT
29200,05-01-16,05-01-16 18:38,OUT
23840,05-01-16,05-01-16 8:21,IN
25669,05-01-16,05-01-16 8:21,IN
24271,05-01-16,05-01-16 8:33,IN
30094,05-01-16,05-01-16 10:03,IN
23346,05-01-16,05-01-16 16:14,OUT
23840,05-01-16,05-01-16 16:14,OUT
29382,06-01-16,06-01-16 16:34,OUT
32484,06-01-16,06-01-16 17:04,OUT
33293,06-01-16,06-01-16 17:04,OUT
23438,06-01-16,06-01-16 17:04,OUT
29451,06-01-16,06-01-16 17:06,IN
20791,06-01-16,06-01-16 16:48,OUT
21273,06-01-16,06-01-16 9:34,IN
29924,06-01-16,06-01-16 7:56,IN
17443,06-01-16,06-01-16 16:23,OUT
31753,06-01-16,06-01-16 9:39,IN
29379,06-01-16,06-01-16 16:32,OUT
26973,06-01-16,06-01-16 16:32,OUT
26971,06-01-16,06-01-16 18:13,OUT
30813,06-01-16,06-01-16 9:44,IN
27042,06-01-16,06-01-16 16:33,OUT
27179,06-01-16,06-01-16 16:34,OUT
25390,06-01-16,06-01-16 17:12,OUT
31081,06-01-16,06-01-16 17:14,OUT
17790,06-01-16,06-01-16 17:16,OUT
14837,06-01-16,06-01-16 17:17,OUT
25475,06-01-16,06-01-16 17:23,OUT
29624,06-01-16,06-01-16 17:27,OUT
18358,06-01-16,06-01-16 17:30,OUT
30327,06-01-16,06-01-16 17:30,OUT
19769,06-01-16,06-01-16 17:32,OUT
25370,06-01-16,06-01-16 17:37,OUT
21272,06-01-16,06-01-16 8:03,IN
29382,06-01-16,06-01-16 8:05,IN
28735,06-01-16,06-01-16 10:00,IN
19267,06-01-16,06-01-16 10:04,IN
32735,06-01-16,06-01-16 17:39,OUT
26264,06-01-16,06-01-16 17:42,OUT
32374,06-01-16,06-01-16 8:06,IN
30184,06-01-16,06-01-16 8:12,IN
29652,06-01-16,06-01-16 10:06,IN
31298,06-01-16,06-01-16 10:14,IN
28315,06-01-16,06-01-16 10:14,IN
23435,06-01-16,06-01-16 10:15,IN
25491,06-01-16,06-01-16 8:35,IN
18358,06-01-16,06-01-16 8:42,IN
33588,06-01-16,06-01-16 17:57,OUT
26107,06-01-16,06-01-16 17:57,OUT
17337,06-01-16,06-01-16 8:58,IN
20737,06-01-16,06-01-16 9:01,IN
25390,06-01-16,06-01-16 9:06,IN
20737,06-01-16,06-01-16 12:44,OUT
10315,06-01-16,06-01-16 18:00,OUT
14553,06-01-16,06-01-16 18:03,OUT
30327,06-01-16,06-01-16 9:13,IN
15518,06-01-16,06-01-16 9:14,IN
28281,06-01-16,06-01-16 9:20,IN
33588,06-01-16,06-01-16 9:22,IN
21338,06-01-16,06-01-16 14:29,IN
31753,06-01-16,06-01-16 15:57,OUT
28281,06-01-16,06-01-16 16:08,OUT
24960,06-01-16,06-01-16 16:15,OUT
17724,06-01-16,06-01-16 18:07,OUT
26860,06-01-16,06-01-16 9:31,IN
26264,06-01-16,06-01-16 9:34,IN
32374,06-01-16,06-01-16 16:17,OUT
30184,06-01-16,06-01-16 16:20,OUT
27041,06-01-16,06-01-16 16:21,OUT
17955,06-01-16,06-01-16 10:03,IN
30183,06-01-16,06-01-16 7:46,IN
32368,06-01-16,06-01-16 8:01,IN
28374,06-01-16,06-01-16 8:06,IN
24682,06-01-16,06-01-16 8:13,IN
30346,06-01-16,06-01-16 8:19,IN
24957,06-01-16,06-01-16 18:42,OUT
21835,06-01-16,06-01-16 9:45,IN
15205,06-01-16,06-01-16 16:17,OUT
12511,06-01-16,06-01-16 9:49,IN
31006,06-01-16,06-01-16 16:25,OUT
12734,06-01-16,06-01-16 8:07,IN
26847,06-01-16,06-01-16 9:59,IN
24661,06-01-16,06-01-16 9:59,IN
21810,06-01-16,06-01-16 10:04,IN
21812,06-01-16,06-01-16 10:04,IN
24344,06-01-16,06-01-16 10:12,IN
21492,06-01-16,06-01-16 10:13,IN
28134,06-01-16,06-01-16 8:30,IN
21805,06-01-16,06-01-16 8:59,IN
25259,06-01-16,06-01-16 9:38,IN
30280,06-01-16,06-01-16 8:02,IN
21903,06-01-16,06-01-16 18:30,OUT
30483,06-01-16,06-01-16 18:27,OUT
21338,06-01-16,06-01-16 9:36,IN
31082,06-01-16,06-01-16 8:09,IN
27042,06-01-16,06-01-16 8:16,IN
27179,06-01-16,06-01-16 8:22,IN
29451,06-01-16,06-01-16 8:41,IN
26971,06-01-16,06-01-16 9:51,IN
14837,06-01-16,06-01-16 8:55,IN
26107,06-01-16,06-01-16 9:58,IN
17724,06-01-16,06-01-16 10:00,IN
14553,06-01-16,06-01-16 10:04,IN
25489,06-01-16,06-01-16 18:27,OUT
17790,06-01-16,06-01-16 8:58,IN
30483,06-01-16,06-01-16 9:01,IN
28300,06-01-16,06-01-16 9:04,IN
30814,06-01-16,06-01-16 9:05,IN
29624,06-01-16,06-01-16 9:09,IN
28332,06-01-16,06-01-16 7:52,IN
21392,06-01-16,06-01-16 8:08,IN
24960,06-01-16,06-01-16 8:08,IN
29379,06-01-16,06-01-16 8:08,IN
21339,06-01-16,06-01-16 8:47,IN
29878,06-01-16,06-01-16 7:47,IN
29168,06-01-16,06-01-16 9:28,IN
21339,06-01-16,06-01-16 13:16,OUT
31081,06-01-16,06-01-16 9:06,IN
25370,06-01-16,06-01-16 9:07,IN
25390,06-01-16,06-01-16 11:49,IN
28279,06-01-16,06-01-16 9:34,IN
20737,06-01-16,06-01-16 13:55,IN
27041,06-01-16,06-01-16 14:57,OUT
26860,06-01-16,06-01-16 16:08,OUT
21392,06-01-16,06-01-16 16:15,OUT
23092,06-01-16,06-01-16 16:16,OUT
31082,06-01-16,06-01-16 16:17,OUT
18568,06-01-16,06-01-16 16:20,OUT
29878,06-01-16,06-01-16 16:25,OUT
25489,06-01-16,06-01-16 9:54,IN
31870,06-01-16,06-01-16 16:32,OUT
29924,06-01-16,06-01-16 16:32,OUT
21272,06-01-16,06-01-16 16:32,OUT
24130,06-01-16,06-01-16 18:50,OUT
21893,06-01-16,06-01-16 18:56,OUT
21580,06-01-16,06-01-16 9:34,IN
24249,06-01-16,06-01-16 9:39,IN
14541,06-01-16,06-01-16 9:44,IN
30867,06-01-16,06-01-16 9:50,IN
27063,06-01-16,06-01-16 9:54,IN
28440,06-01-16,06-01-16 9:56,IN
26834,06-01-16,06-01-16 10:01,IN
24130,06-01-16,06-01-16 8:59,IN
15682,06-01-16,06-01-16 8:27,IN
21893,06-01-16,06-01-16 9:38,IN
21518,06-01-16,06-01-16 14:50,IN
25743,06-01-16,06-01-16 8:30,IN
18774,06-01-16,06-01-16 9:44,IN
30868,06-01-16,06-01-16 9:50,IN
26090,06-01-16,06-01-16 10:07,IN
15682,06-01-16,06-01-16 16:48,OUT
30867,06-01-16,06-01-16 18:03,OUT
25743,06-01-16,06-01-16 16:52,OUT
26834,06-01-16,06-01-16 14:02,OUT
24249,06-01-16,06-01-16 18:49,OUT
26090,06-01-16,06-01-16 18:52,OUT
19245,06-01-16,06-01-16 18:57,OUT
30183,06-01-16,06-01-16 16:40,OUT
25388,06-01-16,06-01-16 16:40,OUT
29383,06-01-16,06-01-16 17:14,OUT
30346,06-01-16,06-01-16 16:40,OUT
16265,06-01-16,06-01-16 17:04,OUT
16513,06-01-16,06-01-16 17:19,OUT
27118,06-01-16,06-01-16 17:26,OUT
27118,06-01-16,06-01-16 17:27,OUT
24661,06-01-16,06-01-16 17:46,OUT
21065,06-01-16,06-01-16 18:07,OUT
24323,06-01-16,06-01-16 17:39,OUT
26469,06-01-16,06-01-16 17:40,OUT
26847,06-01-16,06-01-16 18:02,OUT
21810,06-01-16,06-01-16 18:03,OUT
12511,06-01-16,06-01-16 18:03,OUT
28998,06-01-16,06-01-16 16:28,OUT
21805,06-01-16,06-01-16 17:42,OUT
13739,06-01-16,06-01-16 17:20,OUT
21660,06-01-16,06-01-16 17:29,OUT
21658,06-01-16,06-01-16 17:36,OUT
24371,06-01-16,06-01-16 18:07,OUT
32368,06-01-16,06-01-16 18:53,OUT
29381,06-01-16,06-01-16 16:30,OUT
27118,06-01-16,06-01-16 9:14,IN
30322,06-01-16,06-01-16 9:20,IN
13739,06-01-16,06-01-16 9:28,IN
33075,06-01-16,06-01-16 9:28,IN
24957,06-01-16,06-01-16 8:46,IN
24371,06-01-16,06-01-16 8:54,IN
16265,06-01-16,06-01-16 8:55,IN
16513,06-01-16,06-01-16 8:55,IN
15205,06-01-16,06-01-16 8:08,IN
29383,06-01-16,06-01-16 8:58,IN
24323,06-01-16,06-01-16 9:12,IN
26848,06-01-16,06-01-16 9:15,IN
16077,06-01-16,06-01-16 9:15,IN
28253,06-01-16,06-01-16 9:22,IN
30057,06-01-16,06-01-16 8:41,IN
25610,06-01-16,06-01-16 8:54,IN
21658,06-01-16,06-01-16 9:20,IN
31289,06-01-16,06-01-16 17:31,OUT
30156,06-01-16,06-01-16 10:13,IN
26841,06-01-16,06-01-16 17:36,OUT
21907,06-01-16,06-01-16 17:39,OUT
24630,06-01-16,06-01-16 8:31,IN
25492,06-01-16,06-01-16 9:16,IN
31856,06-01-16,06-01-16 9:28,IN
30881,06-01-16,06-01-16 8:12,IN
30052,06-01-16,06-01-16 9:36,IN
24956,06-01-16,06-01-16 8:40,IN
29627,06-01-16,06-01-16 9:49,IN
32363,06-01-16,06-01-16 8:57,IN
21187,06-01-16,06-01-16 15:29,OUT
31139,06-01-16,06-01-16 9:04,IN
29104,06-01-16,06-01-16 9:06,IN
33072,06-01-16,06-01-16 10:17,IN
26966,06-01-16,06-01-16 9:12,IN
26103,06-01-16,06-01-16 9:15,IN
28285,06-01-16,06-01-16 10:30,IN
29377,06-01-16,06-01-16 16:17,OUT
28785,06-01-16,06-01-16 18:05,OUT
29627,06-01-16,06-01-16 18:06,OUT
29627,06-01-16,06-01-16 18:06,OUT
21110,06-01-16,06-01-16 9:49,IN
26841,06-01-16,06-01-16 9:50,IN
31856,06-01-16,06-01-16 18:11,OUT
14272,06-01-16,06-01-16 10:03,IN
24630,06-01-16,06-01-16 17:29,OUT
29104,06-01-16,06-01-16 17:31,OUT
15672,06-01-16,06-01-16 8:39,IN
29171,06-01-16,06-01-16 9:16,IN
23440,06-01-16,06-01-16 8:19,IN
28784,06-01-16,06-01-16 10:04,IN
18128,06-01-16,06-01-16 8:06,IN
21546,06-01-16,06-01-16 9:31,IN
20710,06-01-16,06-01-16 9:48,IN
11847,06-01-16,06-01-16 10:01,IN
31232,06-01-16,06-01-16 8:16,IN
20659,06-01-16,06-01-16 8:19,IN
28906,06-01-16,06-01-16 8:27,IN
21566,06-01-16,06-01-16 8:51,IN
13214,06-01-16,06-01-16 16:31,OUT
25654,06-01-16,06-01-16 7:56,IN
11875,06-01-16,06-01-16 8:30,IN
16939,06-01-16,06-01-16 16:31,OUT
26496,06-01-16,06-01-16 16:31,OUT
25654,06-01-16,06-01-16 16:31,OUT
16829,06-01-16,06-01-16 16:32,OUT
14144,06-01-16,06-01-16 15:20,OUT
25761,06-01-16,06-01-16 15:56,OUT
23586,06-01-16,06-01-16 16:32,OUT
20659,06-01-16,06-01-16 17:24,OUT
16242,06-01-16,06-01-16 9:17,OUT
16242,06-01-16,06-01-16 7:55,IN
13214,06-01-16,06-01-16 7:33,IN
16829,06-01-16,06-01-16 7:56,IN
21546,06-01-16,06-01-16 18:16,OUT
26496,06-01-16,06-01-16 8:12,IN
16939,06-01-16,06-01-16 8:12,IN
25743,06-01-16,06-01-16 16:52,OUT
18774,06-01-16,06-01-16 17:54,OUT
27063,06-01-16,06-01-16 17:59,OUT
14541,06-01-16,06-01-16 18:02,OUT
21580,06-01-16,06-01-16 18:16,OUT
25476,06-01-16,06-01-16 14:45,OUT
32130,06-01-16,06-01-16 16:19,OUT
29647,06-01-16,06-01-16 16:23,OUT
18516,06-01-16,06-01-16 18:40,OUT
18516,06-01-16,06-01-16 18:41,OUT
15206,06-01-16,06-01-16 18:44,OUT
18573,06-01-16,06-01-16 9:39,IN
15206,06-01-16,06-01-16 10:01,IN
15206,06-01-16,06-01-16 10:03,IN
28761,06-01-16,06-01-16 10:04,IN
27452,06-01-16,06-01-16 11:06,IN
30185,06-01-16,06-01-16 16:25,OUT
20982,06-01-16,06-01-16 16:31,OUT
29700,06-01-16,06-01-16 8:17,IN
17135,06-01-16,06-01-16 17:03,OUT
29141,06-01-16,06-01-16 17:07,OUT
28338,06-01-16,06-01-16 17:14,OUT
29647,06-01-16,06-01-16 8:21,IN
17135,06-01-16,06-01-16 9:00,IN
18516,06-01-16,06-01-16 8:53,IN
18516,06-01-16,06-01-16 8:54,IN
21666,06-01-16,06-01-16 9:47,IN
18573,06-01-16,06-01-16 18:04,OUT
18573,06-01-16,06-01-16 18:05,OUT
29643,06-01-16,06-01-16 18:06,OUT
33068,06-01-16,06-01-16 10:11,IN
29643,06-01-16,06-01-16 10:12,IN
29647,06-01-16,06-01-16 16:21,OUT
23003,06-01-16,06-01-16 16:30,OUT
20982,06-01-16,06-01-16 16:30,OUT
33065,06-01-16,06-01-16 17:56,OUT
21666,06-01-16,06-01-16 18:08,OUT
27452,06-01-16,06-01-16 18:08,OUT
28338,06-01-16,06-01-16 8:16,IN
29141,06-01-16,06-01-16 8:42,IN
33065,06-01-16,06-01-16 10:11,IN
20982,06-01-16,06-01-16 7:43,IN
25476,06-01-16,06-01-16 7:52,IN
25476,06-01-16,06-01-16 7:53,IN
23003,06-01-16,06-01-16 7:56,IN
30185,06-01-16,06-01-16 8:02,IN
29171,06-01-16,06-01-16 18:20,OUT
28784,06-01-16,06-01-16 18:24,OUT
29996,06-01-16,06-01-16 18:18,OUT
20884,06-01-16,06-01-16 18:24,OUT
26103,06-01-16,06-01-16 17:44,OUT
30052,06-01-16,06-01-16 17:56,OUT
31671,06-01-16,06-01-16 18:00,OUT
29996,06-01-16,06-01-16 9:20,IN
31289,06-01-16,06-01-16 9:20,IN
21110,06-01-16,06-01-16 18:04,OUT
21911,06-01-16,06-01-16 9:38,IN
30053,06-01-16,06-01-16 9:18,IN
21334,06-01-16,06-01-16 16:29,OUT
28785,06-01-16,06-01-16 9:39,IN
20884,06-01-16,06-01-16 11:40,IN
28278,06-01-16,06-01-16 16:39,OUT
15672,06-01-16,06-01-16 16:59,OUT
23440,06-01-16,06-01-16 17:10,OUT
31139,06-01-16,06-01-16 17:12,OUT
26005,06-01-16,06-01-16 14:40,IN
24956,06-01-16,06-01-16 17:22,OUT
29103,06-01-16,06-01-16 17:28,OUT
17503,06-01-16,06-01-16 9:56,IN
18099,06-01-16,06-01-16 8:16,IN
23840,06-01-16,06-01-16 8:18,IN
25749,06-01-16,06-01-16 8:26,IN
29742,06-01-16,06-01-16 8:34,IN
18091,06-01-16,06-01-16 8:39,IN
18091,06-01-16,06-01-16 8:39,IN
31697,06-01-16,06-01-16 10:19,IN
17133,06-01-16,06-01-16 9:25,IN
25172,06-01-16,06-01-16 9:50,IN
12481,06-01-16,06-01-16 11:05,OUT
22920,06-01-16,06-01-16 10:05,IN
15016,06-01-16,06-01-16 7:58,IN
19348,06-01-16,06-01-16 8:11,IN
23672,06-01-16,06-01-16 8:20,IN
11093,06-01-16,06-01-16 8:37,IN
12481,06-01-16,06-01-16 9:41,IN
12974,06-01-16,06-01-16 8:55,IN
13196,06-01-16,06-01-16 8:58,IN
27311,06-01-16,06-01-16 9:48,IN
26933,06-01-16,06-01-16 9:48,IN
18033,06-01-16,06-01-16 9:48,IN
21855,06-01-16,06-01-16 7:52,IN
24688,06-01-16,06-01-16 7:52,IN
24057,06-01-16,06-01-16 9:11,IN
15344,06-01-16,06-01-16 8:04,IN
24670,06-01-16,06-01-16 8:05,IN
32717,06-01-16,06-01-16 8:07,IN
25832,06-01-16,06-01-16 8:07,IN
27478,06-01-16,06-01-16 9:58,IN
30293,06-01-16,06-01-16 10:00,IN
24407,06-01-16,06-01-16 8:12,IN
31807,06-01-16,06-01-16 8:13,IN
26688,06-01-16,06-01-16 8:14,IN
24694,06-01-16,06-01-16 8:16,IN
15534,06-01-16,06-01-16 9:22,IN
23346,06-01-16,06-01-16 8:18,IN
19113,06-01-16,06-01-16 8:20,IN
33722,06-01-16,06-01-16 8:25,IN
23333,06-01-16,06-01-16 8:26,IN
21321,06-01-16,06-01-16 9:31,IN
25721,06-01-16,06-01-16 8:26,IN
25725,06-01-16,06-01-16 8:31,IN
16428,06-01-16,06-01-16 8:31,IN
14034,06-01-16,06-01-16 8:47,IN
12974,06-01-16,06-01-16 8:54,IN
25465,06-01-16,06-01-16 10:02,IN
23322,06-01-16,06-01-16 9:06,IN
17981,06-01-16,06-01-16 10:08,IN
18030,06-01-16,06-01-16 9:14,IN
30697,06-01-16,06-01-16 10:12,IN
30094,06-01-16,06-01-16 10:15,IN
25669,06-01-16,06-01-16 8:18,IN
24271,06-01-16,06-01-16 7:58,IN
33083,06-01-16,06-01-16 9:40,IN
15454,06-01-16,06-01-16 8:03,IN
27312,06-01-16,06-01-16 8:04,IN
32279,06-01-16,06-01-16 8:04,IN
18573,06-01-16,06-01-16 9:43,IN
21998,06-01-16,06-01-16 18:18,OUT
21998,06-01-16,06-01-16 18:18,OUT
26909,06-01-16,06-01-16 18:39,OUT
15206,06-01-16,06-01-16 18:46,OUT
21998,06-01-16,06-01-16 11:42,IN
25476,06-01-16,06-01-16 14:43,OUT
29742,06-01-16,06-01-16 15:44,OUT
27311,06-01-16,06-01-16 18:00,OUT
11093,06-01-16,06-01-16 18:00,OUT
12974,06-01-16,06-01-16 16:08,OUT
32717,06-01-16,06-01-16 16:18,OUT
23672,06-01-16,06-01-16 16:25,OUT
26933,06-01-16,06-01-16 18:06,OUT
23346,06-01-16,06-01-16 16:12,OUT
19348,06-01-16,06-01-16 16:16,OUT
18332,06-01-16,06-01-16 16:16,OUT
19559,06-01-16,06-01-16 16:20,OUT
31807,06-01-16,06-01-16 16:20,OUT
23211,06-01-16,06-01-16 16:20,OUT
25530,06-01-16,06-01-16 16:20,OUT
25739,06-01-16,06-01-16 16:23,OUT
32279,06-01-16,06-01-16 16:24,OUT
20712,06-01-16,06-01-16 16:26,OUT
29200,06-01-16,06-01-16 18:34,OUT
13196,06-01-16,06-01-16 17:16,OUT
25725,06-01-16,06-01-16 16:37,OUT
19113,06-01-16,06-01-16 16:37,OUT
18091,06-01-16,06-01-16 16:37,OUT
25832,06-01-16,06-01-16 17:11,OUT
15945,06-01-16,06-01-16 16:14,OUT
24057,06-01-16,06-01-16 17:16,OUT
23322,06-01-16,06-01-16 17:16,OUT
24694,06-01-16,06-01-16 17:16,OUT
27993,06-01-16,06-01-16 18:34,OUT
31697,06-01-16,06-01-16 18:34,OUT
18030,06-01-16,06-01-16 17:44,OUT
24271,06-01-16,06-01-16 15:56,OUT
25749,06-01-16,06-01-16 16:19,OUT
26688,06-01-16,06-01-16 16:20,OUT
23333,06-01-16,06-01-16 16:20,OUT
27312,06-01-16,06-01-16 16:24,OUT
24407,06-01-16,06-01-16 16:35,OUT
12974,06-01-16,06-01-16 16:07,OUT
18333,06-01-16,06-01-16 16:10,OUT
21202,06-01-16,06-01-16 16:10,OUT
25669,06-01-16,06-01-16 16:12,OUT
23840,06-01-16,06-01-16 16:12,OUT
24688,06-01-16,06-01-16 16:16,OUT
14034,06-01-16,06-01-16 16:59,OUT
27227,06-01-16,06-01-16 16:23,OUT
32930,06-01-16,06-01-16 16:23,OUT
16428,06-01-16,06-01-16 16:37,OUT
33722,06-01-16,06-01-16 16:43,OUT
13160,06-01-16,06-01-16 17:31,OUT
23405,06-01-16,06-01-16 17:46,OUT
25172,06-01-16,06-01-16 18:00,OUT
16191,06-01-16,06-01-16 18:00,OUT
23226,06-01-16,06-01-16 17:52,OUT
25465,06-01-16,06-01-16 18:57,OUT
27227,06-01-16,06-01-16 8:05,IN
23405,06-01-16,06-01-16 9:41,IN
19559,06-01-16,06-01-16 8:11,IN
18332,06-01-16,06-01-16 8:11,IN
32930,06-01-16,06-01-16 8:13,IN
23211,06-01-16,06-01-16 8:14,IN
24680,06-01-16,06-01-16 8:14,IN
21202,06-01-16,06-01-16 8:14,IN
18333,06-01-16,06-01-16 8:14,IN
29989,06-01-16,06-01-16 9:46,IN
16622,06-01-16,06-01-16 8:14,IN
21272,07-01-16,07-01-16 16:29,OUT
27042,07-01-16,07-01-16 16:30,OUT
29382,07-01-16,07-01-16 8:09,IN
27179,07-01-16,07-01-16 16:32,OUT
29382,07-01-16,07-01-16 16:34,OUT
14837,07-01-16,07-01-16 8:49,IN
25491,07-01-16,07-01-16 16:58,OUT
29451,07-01-16,07-01-16 17:06,OUT
25827,07-01-16,07-01-16 9:11,IN
20737,07-01-16,07-01-16 9:19,IN
27041,07-01-16,07-01-16 16:17,OUT
23435,07-01-16,07-01-16 18:13,OUT
30327,07-01-16,07-01-16 17:23,OUT
29624,07-01-16,07-01-16 17:29,OUT
17443,07-01-16,07-01-16 16:29,OUT
21339,07-01-16,07-01-16 17:30,OUT
33588,07-01-16,07-01-16 9:24,IN
17724,07-01-16,07-01-16 9:31,IN
28279,07-01-16,07-01-16 9:37,IN
21341,07-01-16,07-01-16 9:33,IN
24960,07-01-16,07-01-16 8:00,IN
30184,07-01-16,07-01-16 8:09,IN
17337,07-01-16,07-01-16 9:00,IN
17790,07-01-16,07-01-16 9:01,IN
31081,07-01-16,07-01-16 17:22,OUT
18358,07-01-16,07-01-16 17:28,OUT
21273,07-01-16,07-01-16 9:10,IN
28300,07-01-16,07-01-16 9:13,IN
20750,07-01-16,07-01-16 17:36,OUT
21273,07-01-16,07-01-16 17:37,OUT
26264,07-01-16,07-01-16 17:40,OUT
29624,07-01-16,07-01-16 9:16,IN
31366,07-01-16,07-01-16 9:19,IN
31081,07-01-16,07-01-16 9:21,IN
17724,07-01-16,07-01-16 17:55,OUT
33588,07-01-16,07-01-16 17:57,OUT
31870,07-01-16,07-01-16 9:25,IN
30483,07-01-16,07-01-16 9:33,IN
29168,07-01-16,07-01-16 9:43,IN
21338,07-01-16,07-01-16 9:45,IN
26971,07-01-16,07-01-16 9:48,IN
25491,07-01-16,07-01-16 8:35,IN
21339,07-01-16,07-01-16 8:40,IN
21997,07-01-16,07-01-16 8:50,IN
25390,07-01-16,07-01-16 9:06,IN
25370,07-01-16,07-01-16 9:14,IN
30813,07-01-16,07-01-16 9:51,IN
31298,07-01-16,07-01-16 9:52,IN
29379,07-01-16,07-01-16 16:29,OUT
31870,07-01-16,07-01-16 16:33,OUT
29924,07-01-16,07-01-16 14:59,OUT
29878,07-01-16,07-01-16 16:20,OUT
32374,07-01-16,07-01-16 16:21,OUT
23092,07-01-16,07-01-16 16:25,OUT
20965,07-01-16,07-01-16 9:57,IN
26107,07-01-16,07-01-16 9:58,IN
30327,07-01-16,07-01-16 10:04,IN
26971,07-01-16,07-01-16 18:16,OUT
25370,07-01-16,07-01-16 18:17,OUT
30813,07-01-16,07-01-16 18:20,OUT
14553,07-01-16,07-01-16 10:16,IN
17790,07-01-16,07-01-16 17:16,OUT
14837,07-01-16,07-01-16 17:17,OUT
